Velocidad [RPM];Voltaje[V];Corriente[A];Temperatura[°C];lat;lon;Velocidad[GPS: km/h];Satelites; Altitud; Hora; Minutos; Year
240;50.90297952;3.59701273;35.17647542;4.7943215;-75.688086;15.59384;8;1501.5;19;52;2024
240;50.70401642;4.74211389;33.65079776;4.794233333;-75.6881435;15.81608;8;1501.5;19;53;2024
240;50.4355728;5.47777876;33.49711559;4.7942025;-75.68816517;13.01956;8;1500.1;19;53;2024
240;50.57548154;4.91560489;31.37085314;4.794129167;-75.68819783;11.70464;8;1500.1;19;53;2024
240;50.48888898;6.00467543;35.16759206;4.794101333;-75.6882095;9.83412;8;1499.3;19;53;2024
240;50.2725227;6.42353369;30.76749429;4.794050333;-75.68823783;6.64868;8;1499.3;19;53;2024
240;49.93364493;8.31217787;34.70843156;4.794026;-75.688261;7.55616;8;1498.9;19;53;2024
240;49.51480254;9.91950201;35.12202646;4.793961;-75.688262;8.92664;8;1498.9;19;53;2024
180;49.31141734;12.21096059;34.2545034;4.793932333;-75.68828233;7.33392;8;1498.8;19;53;2024
240;48.9945015;13.22907055;34.29223653;4.7938645;-75.68830433;7.01908;8;1498.8;19;53;2024
180;48.91707993;13.53340389;36.01050969;4.793827833;-75.68833333;8.1488;8;1499.3;19;53;2024
240;48.7361424;14.21019759;36.66713945;4.793727167;-75.688399;13.35292;8;1499.3;19;53;2024
180;48.67541249;7.80405252;36.3170298;4.793667667;-75.68842967;14.55672;8;1496.6;19;53;2024
240;51.4901809;-0.02689457;32.21043455;4.793589667;-75.68846883;9.00072;8;1496.6;19;53;2024
180;51.55559879;0;34.91313908;4.793551667;-75.68849433;4.85224;8;1494.9;19;53;2024
60;48.98109261;10.03363329;32.76843234;4.793518667;-75.6885275;2.57428;7;1494.8;19;53;2024
180;50.80257552;3.59458675;38.65833433;4.793443833;-75.68860567;5.87084;8;1494.1;19;53;2024
240;51.36765008;4.20121969;38.05229022;4.793410167;-75.68863617;7.14872;8;1493.9;19;53;2024
180;50.79824701;2.34961705;36.57189325;4.793371333;-75.6887165;12.46396;8;1493.9;19;53;2024
180;51.60831189;-0.01845529;33.85825194;4.793362;-75.688743;11.55648;8;1494.4;19;53;2024
180;50.10413252;0;36.25258241;4.793365333;-75.6888145;11.59352;8;1494.4;19;53;2024
120;48.5506283;14.32154696;38.70461619;4.7933625;-75.68884133;8.6118;8;1493.7;19;53;2024
180;49.64182526;7.52618441;38.95585795;4.793362667;-75.6888515;4.87076;8;1493.8;19;53;2024
180;51.5334289;1.02758413;34.7493556;4.793353667;-75.68887967;3.48176;8;1494.3;19;53;2024
180;48.6036771;15.85029757;37.17511914;4.793334833;-75.68890867;6.24124;8;1494.9;19;53;2024
180;48.49006772;15.85796076;38.56230338;4.793279833;-75.68895467;7.14872;8;1495.6;19;53;2024
300;48.44035666;15.72863291;39.37287085;4.793255;-75.6889675;6.53756;8;1495.8;19;53;2024
120;51.45301272;0.03524148;35.16759206;4.793202333;-75.68903367;7.61172;8;1496;19;53;2024
240;50.79380115;10.3869943;33.81981432;4.793175833;-75.68906183;8.334;8;1496.1;19;53;2024
240;49.95759435;15.84962757;38.5164695;4.7931215;-75.68908867;5.13004;8;1497.2;19;53;2024
240;48.48636457;15.80206833;38.51229094;4.793088;-75.68907867;7.1302;8;1499;19;53;2024
240;48.42490086;15.57128766;38.84646234;4.793061833;-75.68908633;2.37056;8;1500.3;19;53;2024
180;50.88191477;0.0952028;38.8935342;4.793048167;-75.68908367;3.25952;8;1501;19;53;2024
180;51.47916502;0.04614721;33.32153711;4.793027;-75.689101;0.926;8;1502.4;19;53;2024
180;49.12460795;1.95513863;38.47180834;4.793009833;-75.68909617;2.66688;8;1505.2;19;53;2024
180;51.3417102;7.60837735;36.64185609;4.792973;-75.68912617;0.33336;8;1506.8;19;53;2024
180;48.48484647;15.88755827;40.07620065;4.792961;-75.689124;0.926;8;1507.4;19;53;2024
120;48.42927245;15.96903235;39.97299078;4.792944333;-75.68911267;2.94468;8;1506.8;19;53;2024
180;48.39150565;12.49158411;40.17683084;4.792934167;-75.6891065;2.0372;8;1507.6;19;53;2024
180;49.07023118;12.8158906;35.52786234;4.7928995;-75.68909567;2.18536;8;1509.9;19;53;2024
60;48.48721869;15.75035785;39.75218565;4.7928715;-75.68911983;2.09276;8;1509.7;19;53;2024
120;48.33349554;15.86378423;39.86978953;4.792837833;-75.68912183;2.94468;8;1510.5;19;53;2024
120;48.30746653;15.86885115;40.22357456;4.7928245;-75.68912017;3.64844;8;1511.2;19;54;2024
180;48.28059974;15.84123714;40.26548408;4.792798667;-75.68911083;3.77808;8;1512.9;19;54;2024
180;48.26219687;15.75114929;40.24936774;4.792779667;-75.6891065;5.53748;8;1513.3;19;54;2024
180;48.24308991;15.71661469;40.17278123;4.792746;-75.68910283;4.31516;8;1515.8;19;54;2024
240;48.23113079;15.67400791;39.54975034;4.792721167;-75.68910517;7.66728;8;1516.5;19;54;2024
240;48.2028588;15.62700561;39.05930012;4.792681667;-75.68911333;7.09316;8;1518.6;19;54;2024
180;48.18081368;15.63005414;39.00748008;4.792665167;-75.689116;6.00048;8;1519.2;19;54;2024
120;48.14594938;15.67804329;39.42707141;4.792615833;-75.68912867;7.51912;8;1519.8;19;54;2024
180;48.13284204;15.6966192;39.72935503;4.792584833;-75.68914;9.77856;8;1520.7;19;54;2024
240;48.13012521;15.66264014;38.40895431;4.792530167;-75.68915217;9.29704;8;1521;19;54;2024
180;48.12254511;15.66230654;37.43236454;4.792495167;-75.68917517;11.4824;8;1521.2;19;54;2024
180;48.20222155;14.81920346;38.59197235;4.792437167;-75.68919767;8.44512;8;1521.3;19;54;2024
180;48.4889091;12.82217748;37.66773346;4.792404833;-75.68920817;9.51928;8;1520.6;19;54;2024
240;48.8129297;11.24751612;35.27590819;4.792336833;-75.689223;9.42668;8;1519.7;19;54;2024
180;49.06322;10.15346939;34.51539342;4.7923;-75.68924;10.59344;8;1520;19;54;2024
240;49.22336907;9.74319419;33.96277007;4.792234;-75.6892455;8.37104;8;1519.5;19;54;2024
240;49.18075089;10.52659138;34.65040064;4.792188667;-75.68925083;10.22304;8;1518.9;19;54;2024
240;48.8439319;10.37978755;34.02817109;4.792102;-75.6892645;10.87124;8;1518;19;54;2024
180;49.27057572;6.82526771;37.80430461;4.792057667;-75.689292;10.87124;8;1517.8;19;54;2024
240;51.12399367;-0.01713203;32.37979135;4.791920833;-75.68933817;8.46364;8;1517.4;19;54;2024
180;51.19449468;0;32.54218822;4.791920833;-75.68933817;8.46364;8;1515.8;19;54;2024
120;51.24118588;-0.02479104;34.7978958;4.791866333;-75.68934567;8.46364;8;1515;19;54;2024
240;51.28489288;0;35.80841092;4.791762833;-75.689389;9.55632;8;1512.6;19;54;2024
120;51.23171782;6.21096879;36.5635457;4.791720167;-75.6894205;7.29688;8;1512.7;19;54;2024
180;50.79565495;8.237147;37.7874061;4.791720167;-75.6894205;7.29688;8;1512.7;19;54;2024
120;51.27486927;0.02334189;34.54791479;4.791646167;-75.68946017;3.18544;8;1512;19;54;2024
60;51.38235723;0.01895615;33.86836969;4.791646167;-75.68946017;3.18544;8;1512;19;54;2024
0;51.41036037;0.02358756;34.7066026;4.791595167;-75.68950367;1.07416;8;1510.4;19;54;2024
0;51.4267594;0.02327769;34.326606;4.791595167;-75.68950367;1.07416;8;1510.4;19;54;2024
0;51.43759554;0.01293029;35.72072039;4.791549833;-75.68954667;0.25928;8;1508.8;19;54;2024
0;51.46215102;0.01955776;31.85759754;4.791549833;-75.68954667;0.25928;8;1508.8;19;54;2024
0;51.48541567;0.02479078;33.90860481;4.791524833;-75.68956083;0.1852;8;1507.6;19;54;2024
0;51.49927315;0.02186788;32.51823564;4.791506;-75.689574;0.50004;8;1507.6;19;54;2024
0;51.51395356;0.01716528;36.04245355;4.7914985;-75.68958017;1.50012;8;1506.6;19;54;2024
0;51.52344242;0.02410542;31.98896139;4.791484667;-75.68959133;0.11112;8;1506.6;19;54;2024
0;51.54824299;0.01811585;36.23508052;4.7914775;-75.68959767;0.03704;8;1505.2;19;54;2024
0;51.56156275;0.02996099;34.4999965;4.791466333;-75.6896095;0.24076;8;1504.3;19;54;2024
0;51.56188212;0.02193209;33.75114265;4.791463;-75.68961533;0.1852;8;1503.7;19;54;2024
0;51.58130399;0.02014401;32.71536173;4.791449667;-75.68962733;0.03704;8;1503.1;19;54;2024
0;51.59783225;0.02568971;35.24280624;4.791449667;-75.68962733;0.03704;7;1502.8;19;54;2024
0;51.60131705;0.01681911;34.07014646;4.791440333;-75.68963233;0.1852;7;1502.3;19;55;2024
0;51.61702091;0.01948238;34.36766921;4.791440333;-75.68963233;0.1852;7;1502.1;19;55;2024
0;51.62208916;0.0199458;33.26019628;4.791435167;-75.6896345;0.07408;7;1501.8;19;55;2024
0;51.63665222;0.0240119;35.44065713;4.791432667;-75.6896355;0.07408;8;1501.7;19;55;2024
0;51.64559742;0.02443484;34.80146698;4.791423;-75.68964033;0.12964;8;1501.3;19;55;2024
0;51.65509668;0.02795656;34.94076259;4.791423;-75.68964033;0.12964;8;1501.3;19;55;2024
0;51.66482767;0.02602331;33.20063896;4.791421167;-75.68963833;0.05556;8;1501.3;19;55;2024
0;51.66369578;0.02279752;32.45329041;4.791421167;-75.68963833;0.05556;8;1501.3;19;55;2024
0;51.68127721;0.02232712;34.14129354;4.791415667;-75.68963867;0.72228;8;1502.4;19;55;2024
0;51.6891737;0.02342983;34.41817325;4.791415667;-75.68963867;0.72228;8;1502.4;19;55;2024
0;51.69756781;0.02391838;35.20219412;4.791404333;-75.68964267;0.0926;8;1501.4;19;55;2024
0;51.70513602;0.0260275;33.01321672;4.791404333;-75.68964267;0.0926;8;1501.4;19;55;2024
60;51.69474848;0.02749593;35.62780327;4.791396333;-75.6896565;1.09268;8;1501.1;19;55;2024
0;51.7201046;0.0317407;33.91416336;4.791396333;-75.6896565;1.09268;8;1501.1;19;55;2024
60;51.72530803;0.02726422;34.0465194;4.791387167;-75.68966083;0.22224;9;1500.6;19;55;2024
0;51.72584575;0.02808358;34.10746354;4.791383167;-75.68966567;0.14816;9;1500.6;19;55;2024
0;51.72560957;0.02661794;34.34167733;4.791381667;-75.68966983;0.16668;9;1499.8;19;55;2024
0;51.73705621;0.02631365;33.28457457;4.791377833;-75.68967417;0.03704;9;1499.8;19;55;2024
0;51.74261911;0.02911651;34.55077154;4.791375;-75.68967567;0.05556;9;1499.9;19;55;2024
0;51.75352804;0.02993447;33.75921026;4.791371;-75.68967933;0;9;1499.9;19;55;2024
0;51.75600572;0.02572181;33.67199003;4.791368833;-75.68968067;0.03704;9;1500.1;19;55;2024
0;51.75695341;0.02295525;34.52019275;4.791364333;-75.689683;0.01852;9;1500.5;19;55;2024
0;51.75964054;0.0295883;35.40756708;4.791362833;-75.68968483;0.05556;9;1500.6;19;55;2024
0;51.77257855;0.02546777;34.6661454;4.791358167;-75.68968867;0.0926;9;1500.5;19;55;2024
0;51.77160411;0.0270353;34.64761553;4.791358167;-75.68968867;0.0926;9;1500.7;19;55;2024
0;51.77721454;0.02791748;31.87122125;4.7913555;-75.689692;0.11112;9;1501;19;55;2024
0;51.78550467;0.02100106;32.14142251;4.791355;-75.68969367;0.11112;9;1501;19;55;2024
0;51.79225739;0.03035183;33.76266326;4.791354833;-75.689696;0.07408;9;1501;19;55;2024
0;51.79480934;0.03542991;34.07228781;4.791355;-75.68969683;0.07408;9;1501;19;55;2024
0;51.79789605;0.02711207;34.85815463;4.791356167;-75.689698;0.11112;9;1500.8;19;55;2024
0;51.79976619;0.03003497;33.75805865;4.791356167;-75.689698;0.11112;9;1500.8;19;55;2024
0;51.80581482;0.03087527;33.79247538;4.791356833;-75.6896995;0.01852;8;1500.7;19;55;2024
0;51.8094749;0.030229;33.87285886;4.791356833;-75.6896995;0.01852;8;1500.7;19;55;2024
0;51.81370092;0.02816594;31.93041828;4.791357167;-75.689701;0.0926;8;1500.8;19;55;2024
0;51.8167282;0.02711068;31.96729244;4.791357167;-75.689701;0.0926;8;1500.8;19;55;2024
0;51.8264889;0.03409688;32.42432462;4.791357167;-75.6897025;0.07408;8;1500.6;19;55;2024
0;51.81720948;0.02776533;35.12038848;4.791357167;-75.6897025;0.07408;8;1500.6;19;55;2024
0;51.82847787;0.03556392;35.23170361;4.7913575;-75.6897045;0.12964;9;1500.3;19;55;2024
0;51.82705038;0.02858748;34.18319862;4.7913565;-75.6897075;0.24076;9;1500.3;19;55;2024
0;51.82211433;0.02580556;34.52115192;4.791356;-75.6897085;0.05556;9;1500;19;55;2024
0;51.83188097;0.03203522;31.79930602;4.7913555;-75.689711;0.03704;9;1500;19;56;2024
0;51.8428196;0.03581377;34.34067431;4.791355833;-75.68971217;0.1852;9;1499.9;19;56;2024
0;51.84780616;0.03558206;33.27175991;4.7913555;-75.6897145;0.07408;9;1499.8;19;56;2024
0;51.84433028;0.03493718;35.40983327;4.791355833;-75.6897155;0.03704;9;1499.6;19;56;2024
0;51.84947428;0.03532243;34.32358502;4.791355333;-75.6897175;0.07408;8;1499.8;19;56;2024
0;51.84926633;0.03434534;34.08618012;4.791355333;-75.68971833;0.0926;8;1499.7;19;56;2024
0;51.8604352;0.03922243;31.79067998;4.791354;-75.68972;0.07408;8;1499.9;19;56;2024
0;51.86082289;0.03806248;33.95397349;4.791353333;-75.6897215;0.03704;8;1500.1;19;56;2024
0;51.86139032;0.02920305;32.60747094;4.791353167;-75.68972333;0.05556;8;1500;19;56;2024
0;51.85650478;0.03166672;33.57341655;4.791352833;-75.689724;0.05556;8;1500;19;56;2024
0;51.87034444;0.03679086;32.03533234;4.791352333;-75.6897255;0.07408;8;1500;19;56;2024
0;51.86724436;0.03678807;33.93079592;4.791352333;-75.68972583;0.07408;8;1500;19;56;2024
0;51.87338806;0.04247335;34.50962657;4.791351833;-75.689727;0.05556;8;1499.7;19;56;2024
0;51.88439799;0.03580819;34.80503482;4.791351833;-75.689727;0.05556;8;1499.7;19;56;2024
0;51.8797724;0.03715239;33.59975799;4.791351;-75.68972617;0.22224;7;1499.2;19;56;2024
0;51.87073065;0.03344781;33.80046701;4.791351;-75.68972617;0.22224;7;1499.2;19;56;2024
0;51.88169156;0.03754881;33.89411881;4.791351;-75.68972567;0.05556;8;1498.6;19;56;2024
0;51.87858258;0.03401732;32.8588881;4.791351;-75.68972567;0.05556;8;1498.6;19;56;2024
0;51.88368054;0.03358879;33.9119408;4.791351833;-75.68972683;0.33336;8;1498.1;19;56;2024
0;50.98693545;0.04979177;39.95554365;4.791351833;-75.68972683;0.33336;8;1498.1;19;56;2024
0;51.8688709;0.0488719;35.1570653;4.791347;-75.689725;0.20372;8;1496.5;19;56;2024
0;51.88043044;0.05084284;32.87007736;4.791347;-75.689725;0.20372;8;1496.5;19;56;2024
0;51.88641519;0.0568352;32.12524074;4.791341667;-75.68972383;0.0926;9;1494.6;19;56;2024
0;51.88993415;0.05167755;34.03681551;4.791341667;-75.68972383;0.0926;9;1494.6;19;56;2024
0;51.88982275;0.05382018;33.73264638;4.791338833;-75.6897245;0.05556;9;1493;19;56;2024
0;51.89672995;0.05393324;31.90343858;4.791334167;-75.68972233;0.11112;9;1493;19;56;2024
0;51.89405025;0.0533735;33.87622268;4.791332;-75.68972167;0.07408;8;1491.6;19;56;2024
0;51.89753356;0.0509545;32.09761577;4.791329;-75.68972;0.07408;8;1491.6;19;56;2024
0;51.90097528;0.05324927;34.32861874;4.791327833;-75.689719;0.11112;8;1490.2;19;56;2024
0;51.90677139;0.04863321;33.15085879;4.7913265;-75.68971817;0.0926;8;1490.2;19;56;2024
0;51.90852419;0.05454043;33.95617433;4.791325167;-75.68971817;0.05556;9;1489.3;19;56;2024
0;51.91707575;0.05936447;32.81810887;4.7913235;-75.68971783;0.16668;9;1488.9;19;56;2024
0;51.9143604;0.05366524;32.92563757;4.791323;-75.689717;0.16668;9;1488.7;19;56;2024
0;51.91637909;0.05974554;34.71300018;4.791322167;-75.68971633;0.14816;9;1488.5;19;56;2024
0;51.91947173;0.05691476;33.96057262;4.791320167;-75.68971683;0.0926;9;1488.9;19;56;2024
0;51.91760604;0.05825757;32.2848254;4.791318333;-75.68971617;0.24076;9;1489.2;19;56;2024
0;51.06398567;12.77363418;40.26582269;4.791318333;-75.68971617;0.24076;9;1489.1;19;56;2024
120;49.67967821;12.73929638;40.17560417;4.7913255;-75.68970933;3.83364;9;1489.8;19;56;2024
180;51.45860532;4.05128218;38.43047576;4.791336667;-75.6896985;3.83364;9;1490.5;19;56;2024
240;51.65532543;3.46960975;37.10251056;4.791361833;-75.68965667;9.61188;9;1491;19;57;2024
300;51.55608155;5.89241877;38.93630263;4.791369333;-75.6896435;9.61188;9;1491.2;19;57;2024
180;50.18448483;6.20416824;38.21888979;4.791397333;-75.68961817;7.5932;8;1492.5;19;57;2024
180;49.21302461;9.90534255;38.10555152;4.7914165;-75.68960067;7.5932;9;1492.9;19;57;2024
240;50.54024738;5.19732414;35.17889436;4.7914655;-75.68957317;10.81568;9;1493.4;19;57;2024
240;50.68060917;4.58819265;34.34869154;4.791500333;-75.68955617;10.81568;9;1493.8;19;57;2024
240;50.75128991;4.52317139;34.29122127;4.791592833;-75.68952817;17.61252;9;1494.4;19;57;2024
240;51.01341158;3.19878786;34.92352178;4.791612333;-75.68951683;17.61252;9;1494.7;19;57;2024
240;51.15405709;2.9513059;34.49710293;4.791754667;-75.68948117;17.20508;9;1493.1;19;57;2024
300;51.35022017;1.08428895;34.92438571;4.791754667;-75.68948117;17.20508;9;1493.1;19;57;2024
240;51.55290721;0.68783261;34.98266908;4.791820833;-75.68943267;14.01964;8;1492.7;19;57;2024
240;51.57212855;0.67048226;34.06157012;4.791820833;-75.68943267;14.01964;8;1492.7;19;57;2024
300;51.58929852;0.66745886;35.35963363;4.791958667;-75.68933367;19.55712;8;1492.7;19;57;2024
300;51.59531298;0.67157241;34.65874403;4.791958667;-75.68933367;19.55712;8;1492.7;19;57;2024
240;51.61418673;0.60706761;35.52640262;4.792137667;-75.689264;20.90908;8;1492.2;19;57;2024
300;51.70896247;0.23981097;36.21158481;4.792137667;-75.689264;20.90908;8;1492.2;19;57;2024
300;51.66526735;0.48704865;36.70909716;4.792301;-75.68914967;22.8722;8;1491;19;57;2024
240;51.6716502;0.43076957;37.26083376;4.792301;-75.68914967;22.8722;8;1491;19;57;2024
240;51.57905952;0.71951272;36.38010053;4.792460667;-75.68901083;25.3724;8;1491.6;19;57;2024
180;51.64384165;0.65811088;33.84020614;4.792460667;-75.68901083;25.3724;8;1491.6;19;57;2024
240;51.66526438;0.67852931;34.46902285;4.792613333;-75.68888833;23.44632;8;1492.4;19;57;2024
180;51.64841675;0.65455287;35.38330218;4.792613333;-75.68888833;23.44632;8;1492.4;19;57;2024
240;51.65401827;0.65957791;35.05509356;4.792775833;-75.68880667;19.83492;9;1493;19;57;2024
180;51.65846858;0.65318355;34.87394647;4.792775833;-75.68880667;19.83492;9;1493;19;57;2024
240;51.66266935;0.65290019;34.68366736;4.792971167;-75.68872517;20.0016;9;1493.7;19;57;2024
240;51.67564598;0.65103813;34.46999442;4.792971167;-75.68872517;20.0016;9;1493.7;19;57;2024
180;51.66952308;0.64988796;36.2826783;4.793097167;-75.68870533;10.77864;9;1496.7;19;57;2024
240;51.6640805;0.65384518;35.04088935;4.793097167;-75.68870533;10.77864;9;1496.7;19;57;2024
300;51.62330126;2.37936949;35.5409717;4.793236667;-75.68865667;12.29728;9;1499.6;19;57;2024
240;50.92667791;4.86203654;35.75907627;4.793236667;-75.68865667;12.29728;9;1499.6;19;57;2024
240;50.5148868;7.26436711;36.00042049;4.793387667;-75.68861383;8.797;9;1497.5;19;57;2024
240;50.09014432;8.68480712;35.32266746;4.793387667;-75.68861383;8.797;9;1497.5;19;57;2024
240;49.81963894;9.29481102;36.7548068;4.793559667;-75.68854133;12.26024;9;1497;19;57;2024
240;49.5953331;10.0547943;36.04494517;4.793559667;-75.68854133;12.26024;9;1497;19;57;2024
180;49.57669999;5.60565074;35.80908157;4.7937225;-75.68845733;15.14936;9;1500.7;19;57;2024
240;51.59900425;-0.00857131;34.93128997;4.7937225;-75.68845733;15.14936;9;1500.7;19;57;2024
180;51.64860985;0;36.14239625;4.793899667;-75.68832767;17.0384;9;1502.7;19;57;2024
180;51.66571149;-0.01600559;33.7465259;4.793932833;-75.688307;11.13052;9;1502.5;19;57;2024
240;51.68624891;0;34.41521987;4.793932833;-75.688307;11.13052;9;1502.5;19;57;2024
180;51.69879031;-0.00744487;34.96049169;4.794077;-75.68825233;10.40824;9;1502.5;19;57;2024
180;51.72743515;0;35.70137376;4.794124333;-75.68823183;10.03784;9;1500.4;19;57;2024
120;51.72560065;0.00022251;34.72394286;4.7941785;-75.68821183;11.74168;9;1498.5;19;58;2024
240;51.73258956;3.16852733;35.57784255;4.794276833;-75.68819933;13.68628;9;1498.5;19;58;2024
180;49.74570068;8.62909615;34.59996233;4.794329667;-75.688196;14.816;9;1497.6;19;58;2024
240;50.26296997;6.34997683;34.65874403;4.794411167;-75.6881875;13.50108;9;1497.6;19;58;2024
240;50.33790198;5.80051632;36.56563492;4.794469333;-75.68818167;16.37168;9;1498.1;19;58;2024
240;50.53281285;4.38592072;38.57219143;4.794541667;-75.688135;12.72324;9;1498.1;19;58;2024
240;51.62386127;-0.00924411;35.40529942;4.794605667;-75.68810633;16.90876;9;1497.8;19;58;2024
180;51.65252245;0;34.14760626;4.794681;-75.68804917;10.72308;9;1497.8;19;58;2024
180;51.50972308;9.04156143;34.7184754;4.794717;-75.68802017;10.88976;9;1498.6;19;58;2024
180;50.1973456;11.64249844;38.88361508;4.794745;-75.68801567;6.90796;9;1499.8;19;58;2024
180;51.48260971;-0.00448428;38.74229245;4.794809667;-75.68801967;6.5746;9;1501.3;19;58;2024
180;51.49775505;0;37.68266024;4.794841833;-75.68802367;3.6114;9;1501.3;19;58;2024
120;51.57251921;-0.00369004;37.89180873;4.794841833;-75.68802367;3.6114;9;1501.3;19;58;2024
240;51.63711567;0;34.49420725;4.794865667;-75.688034;2.81504;9;1501;19;58;2024
180;51.65433317;0.00732876;33.98795957;4.7948775;-75.68804067;3.35212;9;1500.8;19;58;2024
300;51.66493462;0.00763584;32.80113396;4.794893167;-75.6880435;3.35212;8;1501.5;19;58;2024
240;51.68307457;0.00861573;34.86956646;4.794939667;-75.68803383;5.77824;8;1502.4;19;58;2024
240;51.6995345;0.13977074;34.72940258;4.794959;-75.68801333;5.77824;8;1503;19;58;2024
240;51.19920049;1.25587043;37.16849358;4.794995167;-75.68798033;5.42636;8;1503.8;19;58;2024
180;51.59672264;0.54490504;36.51346555;4.795033333;-75.68797333;5.42636;9;1503.5;19;58;2024
180;51.43673548;1.32271606;36.32725792;4.795086667;-75.68794567;2.29648;9;1503.9;19;58;2024
180;51.39358849;0.89187448;38.53554581;4.795113333;-75.68793983;2.29648;9;1503.1;19;58;2024
180;51.62077011;0.3205969;36.91738193;4.7951665;-75.68793283;0.38892;9;1502.2;19;58;2024
120;51.18066987;5.50881677;36.57969654;4.795205;-75.68792217;0.38892;7;1501.5;19;58;2024
180;51.63223755;1.6957543;39.11865193;4.79527;-75.68790883;1.42604;7;1500.5;19;58;2024
120;51.31584606;1.62848433;38.48442602;4.79527;-75.68790883;1.42604;7;1500.5;19;58;2024
120;50.58768575;3.17956428;38.16324863;4.7953425;-75.6878455;3.01876;7;1502.1;19;58;2024
180;51.4761719;0.3818438;38.0816798;4.7953425;-75.6878455;3.01876;7;1502.1;19;58;2024
180;51.63662103;0.04642917;36.11451844;4.795412167;-75.68782167;1.14824;8;1504.9;19;58;2024
120;51.13209218;4.11821296;37.23354294;4.795432667;-75.68782433;1.14824;8;1505.5;19;58;2024
180;51.3158832;2.00265878;39.4929864;4.795482833;-75.687819;2.62984;8;1507.7;19;58;2024
120;51.30119388;0.18096772;39.75264971;4.7955065;-75.68782083;2.62984;8;1507.9;19;58;2024
180;51.66900615;0.51872736;37.77795707;4.7955655;-75.68780933;6.25976;9;1506.1;19;58;2024
120;51.58129359;0.00393127;39.70464137;4.795593667;-75.68779967;6.25976;9;1503.6;19;58;2024
180;51.72259862;-0.00025487;38.87507409;4.795690833;-75.687786;3.37064;9;1500.3;19;58;2024
180;51.73471816;0;38.2273724;4.795775833;-75.687739;3.37064;9;1498.1;19;58;2024
180;51.74001814;0.00542762;36.82313261;4.795775833;-75.687739;3.37064;9;1498.1;19;58;2024
240;51.75166086;0.00254101;33.52633569;4.795844167;-75.68768133;12.00096;9;1500.1;19;58;2024
240;51.75447276;0.01054618;36.34873465;4.795869333;-75.68765633;12.00096;9;1500.1;19;58;2024
240;50.03277592;3.73806847;38.1580792;4.795903167;-75.6876185;7.0376;9;1504.9;19;58;2024
120;51.60993843;3.07474468;39.76541899;4.795903167;-75.6876185;7.0376;9;1504.9;19;58;2024
180;51.61004686;1.33363296;38.05091824;4.795942333;-75.6876475;10.20452;9;1503.1;19;59;2024
240;50.29745251;1.56916091;38.41096329;4.795966833;-75.68765633;10.20452;9;1502.4;19;59;2024
240;50.85189741;3.66094384;38.44713819;4.796006333;-75.68771833;10.24156;9;1501.4;19;59;2024
300;51.59624731;0.18863509;37.12287236;4.796006333;-75.68771833;10.24156;9;1501.4;19;59;2024
240;51.62749906;0.81969811;36.71899256;4.796020667;-75.68777267;7.09316;8;1502.8;19;59;2024
300;50.42074385;0.67991817;39.29687264;4.796020667;-75.68777267;7.09316;8;1502.8;19;59;2024
240;51.5503716;0.6711397;37.81270137;4.796054333;-75.6878;5.556;9;1505.5;19;59;2024
240;51.63203702;0.05408957;37.66306799;4.796054333;-75.6878;5.556;9;1505.5;19;59;2024
180;51.72901266;0.02543566;33.97483581;4.796101833;-75.68777367;3.22248;9;1506.8;19;59;2024
180;51.73346298;0.03020806;34.6799851;4.796101833;-75.68777367;3.22248;9;1506.8;19;59;2024
240;51.74142335;0.11332645;36.12485067;4.7961395;-75.687697;12.33432;9;1506;19;59;2024
240;51.74789087;0.02937055;35.25229537;4.796158333;-75.68767117;12.33432;9;1506.4;19;59;2024
240;51.76110071;0.03400057;32.0861981;4.7962035;-75.6875675;15.81608;9;1505.9;19;59;2024
240;51.77203637;0.02941801;34.97159691;4.796251833;-75.6875365;15.81608;9;1504.8;19;59;2024
240;51.78271654;0.03451703;33.20324433;4.79634;-75.68743517;13.74184;9;1505.1;19;59;2024
180;51.76651209;0.42891868;35.28374441;4.79634;-75.68743517;13.74184;9;1505.1;19;59;2024
120;48.92715999;12.48090868;37.88194087;4.7963945;-75.68737617;10.0008;9;1504.8;19;59;2024
180;49.73257551;8.18564729;38.96521865;4.7963995;-75.6873435;10.0008;9;1504.3;19;59;2024
240;50.42831355;7.85515721;37.72098075;4.796420667;-75.68721817;15.742;9;1505.8;19;59;2024
180;50.2210841;12.26367609;38.08680215;4.796420667;-75.68721817;15.742;9;1505.8;19;59;2024
240;51.5712774;0.01200065;36.55883927;4.796461;-75.68711333;12.70472;8;1507.2;19;59;2024
240;51.58503387;0.17419926;35.25308499;4.796461;-75.68711333;12.70472;8;1507.2;19;59;2024
180;48.73985892;14.98791369;37.76115636;4.796482333;-75.68703783;12.42692;9;1508.4;19;59;2024
180;49.51008039;4.13706106;36.71849864;4.796496333;-75.68700967;12.42692;9;1509.3;19;59;2024
240;51.54090947;-0.00717407;35.91722628;4.7965485;-75.68692517;7.81544;9;1508.6;19;59;2024
180;51.58375641;0;35.76179892;4.7965485;-75.68692517;7.81544;9;1508.6;19;59;2024
120;49.14010386;12.38470424;38.19420748;4.7965485;-75.68692517;7.81544;9;1508.6;19;59;2024
180;49.36183844;9.89788316;38.89098184;4.796628667;-75.68685333;11.24164;9;1509;19;59;2024
